common_name	kingdom	phylum	class	order	family	genus	specific_epithet
Horse-chestnut Leafminer	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Cameraria	ohridella
Common Aspen Leaf Miner	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllocnistis	populiella
Puriri moth	Animalia	Arthropoda	Insecta	Lepidoptera	Hepialidae	Aenetus	virescens
Common Swift	Animalia	Arthropoda	Insecta	Lepidoptera	Hepialidae	Korscheltellus	lupulina
Orange Swift	Animalia	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia	sylvina
Hoary Edge	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Achalarus	lyciades
Pale Sicklewing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Achlyodes	pallida
Celia's Roadside-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Amblyscirtes	celia
Common Bush Hopper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ampittia	dioscorides
Delaware Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Anatrytone	logan
Least Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ancyloxypha	numitor
Common Spurwing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Antigonus	erosus
Monk Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Asbolis	capucinus
Two-barred Flasher	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Astraptes	fulgerator
Sachem	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Atalopedes	campestris
Golden-banded Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Autochton	cellus
Formosan Swift	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Borbo	cinnara
White Checkered-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Burnsius	albescens
Common Checkered Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Burnsius	communis
Tropical Checkered Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Burnsius	oileus
Orcus Checkered-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Burnsius	orcus
Desert Checkered-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Burnsius	philetas
Brazilian Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Calpodes	ethlius
Mallow Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carcharodus	alceae
Chequered Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Carterocephalus	palaemon
White-striped Longtail	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Chioides	albofasciatus
White-patched Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Chiomara	georgina
Orange Skipperling	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Copaeodes	aurantiaca
Southern Skipperling	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Copaeodes	minima
Daimio tethys	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Daimio	tethys
Sickle-winged Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Eantis	tamenund
Silver-spotted Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Epargyreus	clarus
Wild Indigo Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	baptisiae
Sleepy Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	brizo
Funereal Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	funeralis
Horace's Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	horatius
Dreamy Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	icelus
Juvenal's Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	juvenalis
Propertius Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	propertius
Dingy Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	tages
Mournful Duskywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Erynnis	tristis
Dion Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Euphyes	dion
Dun Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Euphyes	vestris
Northern White-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Heliopetes	ericetorum
Laviana White-Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Heliopetes	laviana
Western Branded Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperia	colorado
Common Branded Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperia	comma
Leonard's Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperia	leonardus
Fiery Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hylephila	phyleus
Chestnut Bob	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Iambrix	salsala
Clouded Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lerema	accius
Eufala Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lerodea	eufala
Hobomok Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lon	hobomok
Umber Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lon	melane
Taxiles Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lon	taxiles
Zabulon Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Lon	zabulon
Restricted Demon	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Notocrypta	curvifascia
common banded demon	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Notocrypta	paralysos
Rural Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes	agricola
Woodland Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes	sylvanoides
Large Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes	sylvanus
Yellow-banded Dart	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ocybadistes	walkeri
Twin-spot Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Oligoria	maculata
Ocola Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Panoquina	ocola
Small Branded Swift	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pelopidas	mathias
Guava Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Phocides	polybius
Common Sootywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pholisora	catullus
Broad-winged Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Poanes	viator
Long Dash Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Polites	mystic
Peck's Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Polites	peckius
Sandhill Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Polites	sabuleti
Tawny-edged Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Polites	themistocles
Whirlabout	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Polites	vibex
Little Glassywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pompeius	verna
Lesser Dart	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Potanthus	omaha
Grizzled Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus	malvae
Southern Grizzled Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Pyrgus	malvoides
Indian Palm Bob	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Suastus	gremius
Southern Cloudywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thorybes	bathyllus
Northern Cloudywing	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thorybes	pylades
European Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus	lineola
Small Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus	sylvestris
Grass Demon	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Udaspes	folus
Dorantes Longtail	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Urbanus	dorantes
Brown Longtail	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Urbanus	procne
Long-tailed Skipper	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Urbanus	proteus
Northern Broken-Dash	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Wallengrenia	egeremet
Southern Broken Dash	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Wallengrenia	otho
Speckled Lactura	Animalia	Arthropoda	Insecta	Lepidoptera	Lacturidae	Lactura	subfervens
Dot-lined White	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Artace	cribrarius
Drinker Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Euthrix	potatoria
Oak Eggar	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Lasiocampa	quercus
Fox Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Macrothylacia	rubi
Eastern Tent Caterpillar Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma	americana
Western Tent Caterpillar	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma	californica
Forest Tent Caterpillar Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma	disstria
The Lackey	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma	neustria
American Lappet Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Phyllodesma	americana
Larch Tolype	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Tolype	laricis
Large Tolype Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Tolype	velleda
Rose Myrtle Lappet Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Trabala	vishnou
Saddleback Caterpillar Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Acharia	stimulea
Shagreened Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Apoda	biguttata
Yellow-collared Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Apoda	y-inversum
Spiny Oak-slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Euclea	delphinii
Green Oak-Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Euclea	incisa
Crowned Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Isa	textula
Spun Glass Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Isochaetes	beutenmuelleri
Yellow-shouldered Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Lithacodes	fasciola
Smaller Parasa Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Parasa	chloris
Hag Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Phobetron	pithecium
Skiff Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Prolimacodes	badia
Early Button Slug Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Tortricidia	testacea
Common Hedge Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Acytolepis	puspa
Common Ciliate Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Anthene	emolus
Brown Argus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia	agestis
Southern Brown Argus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Aricia	cramera
Great Purple Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Atlides	halesus
Western Pygmy Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Brephidium	exilis
Common Geranium-bronze	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cacyreus	marshalli
Brown Elfin	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	augustinus
Bramble Green Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	dumetorum
Western Pine Elfin	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	eryphon
Juniper Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	gryneus
Henry's Elfin	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	henrici
Eastern Pine Elfin	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	niphon
Green Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Callophrys	rubi
Red-banded Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Calycopis	cecrops
Dusky-blue Groundstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Calycopis	isobeon
Common Pierrot	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Castalius	rosimon
Forget-me-not	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Catochrysops	strabo
Holly Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina	argiolus
Echo Azure	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina	echo
Spring Azure	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina	ladon
Northern Azure	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina	lucia
Summer Azure	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Celastrina	neglecta
Lime Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Chilades	lajus
Plains Cupid	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Chilades	pandava
Long-banded Silverline	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cigaritis	lohita
Common Silverline	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cigaritis	vulcanus
Western Tailed-Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido	amyntula
Short-tailed Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido	argiades
Eastern Tailed-Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido	comyntas
Small Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido	minimus
Mazarine Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cyaniris	semiargus
Reakirt's Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Echinargus	isola
Branded Imperial	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Eooxylides	tharis
Gram Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Euchrysops	cnejus
Atala	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Eumaeus	atala
Bernardino Dotted-Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Euphilotes	bernardino
Purple hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Favonius	quercus
Harvester	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Feniseca	tarquinius
Green-underside Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche	alexis
Silvery Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Glaucopsyche	lygdamus
Golden Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Habrodais	grunus
Purple Sapphire	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus	epicles
Restricted Purple Sapphire	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus	ila
Ceraunus Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Hemiargus	ceraunus
Common Tit	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Hypolycaena	erylus
Acmon Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Icaricia	acmon
Boisduval's Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Icaricia	icarioides
Lupine Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Icaricia	lupini
Greenish Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Icaricia	saepiolus
Metallic Caerulean	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Jamides	alecto
Dark Cerulean	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Jamides	bochus
Common Caerulean	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Jamides	celeno
Long-tailed Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lampides	boeticus
Cassius Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes	cassius
Marine Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes	marina
Lang's Short-tailed Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes	pirithous
Zebra Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes	plinius
Yamfly	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Loxura	atymnus
Purple-shot Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	alciphron
Tailed Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	arota
Large Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	dispar
Gorgon Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	gorgon
Purplish Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	helloides
Blue Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	heteronea
Purple-edged Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	hippothoe
Bronze Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	hyllus
Mariposa Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	mariposa
Small Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	phlaeas
Sooty Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	tityrus
Scarce Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	virgaureae
Great Copper	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	xanthoides
Malayan	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Megisba	malaya
Transparent 6-line Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Nacaduba	kurava
White M Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Parrhasius	m-album
Silver-studded Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Plebejus	argus
Idas Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Plebejus	idas
Melissa Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Plebejus	melissa
Karner Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Plebejus	samuelis
Amanda's Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	amandus
Adonis Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	bellargus
Chalkhill Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	coridon
Common Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	icarus
Tailless Line Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Prosotas	dubiosa
Common Line Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Prosotas	nora
Pale Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudozizeeria	maha
Acadian Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	acadica
Behr's Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	behrii
Banded Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	calanus
California Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	californica
Edwards' Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	edwardsii
Oak Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	favonius
Striped Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	liparops
Hedgerow Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	saepium
Blue-spot Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	spini
Sylvan Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	sylvinus
Coral Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Satyrium	titus
Mallow Scrub-Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Strymon	istapa
Gray Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Strymon	melinus
Red Pierrot	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Talicada	nyseus
Brown Hairstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Thecla	betulae
Dark Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizeeria	karsandra
Dark Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizeeria	knysna
Common Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizina	labradus
Lesser Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizina	otis
Tiny Grass Blue	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Zizula	hylax
Black-waved Flannel Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Megalopyge	crispata
Southern Flannel Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Megalopyge	opercularis
White Flannel Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Norape	ovina
Distinct Quaker	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Achatia	distincta
Pale Shoulder	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontia	lucida
Spotted Sulphur	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontia	trabealis
Sycamore Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	aceris
American Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	americana
Green Marvel	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	fallax
Yellow-haired Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	impleta
Unmarked Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	innotata
Fingered Dagger	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	insita
Cattail Caterpillar	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	insularis
Smeared Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	oblinita
Ruddy Dagger	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	rubricoma
Knot Grass	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	rumicis
Splendid Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	superans
Delightful Dagger Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acronicta	vinnula
Pale-banded Dart	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agnorisma	badinodis
Heart and Dart	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	exclamationis
Bogong Moth	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	infusa
Black Cutworm	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	ipsilon
Brown Cutworm	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	munda
Variable Cutworm	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	porphyricollis
Shuttle-shaped Dart	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agrotis	puta
